Date,Open,High,Low,Close,Volume,Adj Close
2017-03-17,9845.589844,9908.69043,9835.509766,9908.69043,2689700,9908.69043
2017-03-16,9768.849609,9842.169922,9768.849609,9837.830078,2102200,9837.830078
2017-03-15,9741.290039,9749.009766,9714.580078,9740.30957,1836600,9740.30957
2017-03-14,9720.530273,9767.660156,9720.530273,9744.209961,2212800,9744.209961
2017-03-13,9656.55957,9697.339844,9656.55957,9697.339844,1858800,9697.339844
2017-03-10,9653.790039,9656.650391,9562.75,9627.889648,2283500,9627.889648
2017-03-09,9740.049805,9743.780273,9650.320312,9658.610352,2432800,9658.610352
2017-03-08,9744.259766,9773.490234,9712.50,9753.450195,2048400,9753.450195
2017-03-07,9690.259766,9738.070312,9690.200195,9738.070312,1882200,9738.070312
2017-03-06,9647.00,9688.50,9647.00,9682.629883,1906000,9682.629883
2017-03-03,9672.259766,9679.820312,9633.879883,9648.209961,2180100,9648.209961
2017-03-02,9727.599609,9774.599609,9646.339844,9691.799805,2522300,9691.799805
2017-03-01,9751.120117,9758.780273,9674.780273,9674.780273,2474000,9674.780273
2017-02-24,9757.669922,9784.389648,9740.179688,9750.469727,2454600,9750.469727
2017-02-23,9774.080078,9810.55957,9748.94043,9769.30957,2525500,9769.30957
2017-02-22,9786.25,9820.070312,9770.099609,9778.780273,2566100,9778.780273
2017-02-21,9761.269531,9775.490234,9721.360352,9763.929688,2406100,9763.929688
2017-02-20,9795.80957,9817.139648,9743.360352,9753.200195,2517600,9753.200195
2017-02-17,9779.160156,9791.589844,9754.540039,9759.759766,2180300,9759.759766
2017-02-16,9826.889648,9869.589844,9753.160156,9771.25,2654800,9771.25
2017-02-15,9724.129883,9813.980469,9723.040039,9799.759766,2986500,9799.759766
2017-02-14,9726.740234,9760.009766,9698.290039,9718.780273,2798500,9718.780273
2017-02-13,9690.389648,9711.429688,9681.099609,9710.320312,2743600,9710.320312
2017-02-10,9612.669922,9688.150391,9612.669922,9665.589844,3443400,9665.589844
2017-02-09,9555.519531,9600.089844,9540.509766,9590.179688,2733900,9590.179688
2017-02-08,9540.769531,9564.070312,9505.790039,9543.25,2893600,9543.25
2017-02-07,9527.419922,9555.799805,9512.55957,9554.55957,2607300,9554.55957
2017-02-06,9467.669922,9548.679688,9467.669922,9538.009766,3053900,9538.009766
2017-02-03,9450.05957,9478.009766,9423.929688,9455.55957,2264200,9455.55957
2017-02-02,9502.25,9521.339844,9413.769531,9428.969727,3341600,9428.969727
2017-01-24,9423.049805,9468.339844,9416.05957,9447.950195,2147200,9447.950195
2017-01-23,9363.660156,9427.459961,9363.660156,9424.049805,1796100,9424.049805
2017-01-20,9326.799805,9350.070312,9317.620117,9331.459961,1613400,9331.459961
2017-01-19,9324.830078,9337.639648,9287.540039,9318.120117,1796100,9318.120117
2017-01-18,9344.740234,9350.950195,9322.44043,9341.969727,1882800,9341.969727
2017-01-17,9301.959961,9354.530273,9294.679688,9354.530273,1449700,9354.530273
2017-01-16,9356.540039,9359.009766,9281.209961,9292.330078,1445700,9292.330078
2017-01-13,9373.700195,9387.679688,9352.080078,9378.830078,1560100,9378.830078
2017-01-12,9356.120117,9430.580078,9356.120117,9410.179688,1919300,9410.179688
2017-01-11,9370.169922,9384.00,9333.490234,9345.740234,1801200,9345.740234
2017-01-10,9344.19043,9353.599609,9319.450195,9349.639648,1514800,9349.639648
2017-01-09,9376.480469,9404.900391,9328.19043,9342.419922,1708500,9342.419922
2017-01-06,9371.410156,9381.110352,9351.25,9372.219727,1743800,9372.219727
2017-01-05,9282.55957,9358.419922,9282.450195,9358.139648,1859300,9358.139648
2017-01-04,9279.519531,9299.620117,9266.030273,9286.959961,1322300,9286.959961
2017-01-03,9252.55957,9273.650391,9235.950195,9272.879883,1186600,9272.879883
2016-12-30,9186.299805,9259.089844,9186.299805,9253.50,1329700,9253.50
2016-12-29,9172.389648,9196.019531,9149.160156,9153.089844,1239800,9153.089844
2016-12-28,9120.900391,9203.55957,9120.900391,9201.400391,1195900,9201.400391
2016-12-27,9120.879883,9132.049805,9100.830078,9109.269531,880800,9109.269531
2016-12-26,9088.990234,9127.740234,9083.280273,9110.540039,799000,9110.540039
2016-12-23,9112.330078,9128.830078,9078.639648,9078.639648,1333800,9078.639648
2016-12-22,9204.290039,9209.719727,9118.75,9118.75,1427400,9118.75
2016-12-21,9234.94043,9263.50,9204.259766,9204.259766,1439700,9204.259766
2016-12-20,9229.740234,9258.69043,9199.839844,9242.410156,1349900,9242.410156
2016-12-19,9316.05957,9317.030273,9237.980469,9239.320312,1454800,9239.320312
2016-12-16,9352.269531,9379.75,9326.780273,9326.780273,1858100,9326.780273
2016-12-15,9337.209961,9370.509766,9309.790039,9360.349609,1692100,9360.349609
2016-12-14,9395.599609,9413.129883,9353.25,9368.519531,1658400,9368.519531
2016-12-13,9361.969727,9382.139648,9342.55957,9382.139648,1856000,9382.139648
2016-12-12,9402.049805,9430.339844,9336.450195,9349.94043,1697400,9349.94043
2016-12-09,9383.070312,9399.25,9366.860352,9392.679688,1811800,9392.679688
2016-12-08,9308.900391,9376.410156,9308.900391,9375.860352,2170000,9375.860352
2016-12-07,9279.00,9299.919922,9247.50,9263.889648,1682800,9263.889648
2016-12-06,9209.799805,9280.650391,9209.799805,9250.769531,1649700,9250.769531
2016-12-05,9194.459961,9212.19043,9138.639648,9160.660156,1547800,9160.660156
2016-12-02,9214.55957,9214.55957,9165.900391,9189.490234,1730600,9189.490234
2016-12-01,9245.549805,9278.959961,9241.780273,9263.530273,1996000,9263.530273
2016-11-30,9196.089844,9240.709961,9189.620117,9240.709961,2538900,9240.709961
2016-11-29,9220.950195,9249.05957,9192.379883,9192.379883,1889200,9192.379883
2016-11-28,9167.330078,9241.540039,9167.330078,9222.240234,1910200,9222.234188
2016-11-25,9149.349609,9191.339844,9148.629883,9159.070312,1840100,9159.064307
2016-11-24,9164.839844,9183.160156,9137.55957,9152.110352,2022700,9152.104351
2016-11-23,9146.719727,9202.719727,9146.719727,9178.230469,1926800,9178.224451
2016-11-22,9058.580078,9161.19043,9058.580078,9133.389648,2146700,9133.38366
2016-11-21,9009.780273,9049.759766,8986.400391,9041.110352,1807800,9041.104424
2016-11-18,8991.50,9025.980469,8958.219727,9008.790039,1779800,9008.784132
2016-11-17,8984.570312,8998.230469,8936.299805,8995.259766,1704600,8995.253868
2016-11-16,8955.759766,9032.30957,8955.759766,8962.219727,1851700,8962.21385
2016-11-15,8927.919922,8981.049805,8923.360352,8931.030273,1949200,8931.024418
2016-11-14,8955.269531,8991.94043,8879.69043,8940.400391,2151600,8940.394529
2016-11-11,9067.650391,9067.650391,8949.379883,8957.759766,2518700,8957.753892
2016-11-10,9070.639648,9179.179688,9070.639648,9152.179688,1998400,9152.173687
2016-11-09,9252.269531,9296.860352,8926.599609,8943.200195,2656500,8943.194332
2016-11-08,9214.950195,9230.200195,9165.00,9217.429688,1347800,9217.423644
2016-11-07,9102.969727,9191.669922,9102.969727,9189.839844,1245000,9189.833818
2016-11-04,9065.110352,9098.879883,9048.209961,9068.150391,1181400,9068.144445
2016-11-03,9126.290039,9154.19043,9067.269531,9067.269531,1401300,9067.263586
2016-11-02,9230.230469,9230.230469,9139.040039,9139.040039,1373000,9139.034047
2016-11-01,9272.299805,9289.120117,9236.820312,9272.700195,1119300,9272.694116
2016-10-31,9283.200195,9314.339844,9194.480469,9290.120117,1320100,9290.114026
